title,rating,genres,votes,synopsis,age_rating,mainLead1,mainLead2,startYear,endYear,writer,director,id,runtimeMinutes,image_url
"Take Care of Us, Captain",7.3,"Comedy,Drama,Romance",106,"Han Da Jin is an inspired pilot who tragically loses both of her parents after graduating from a prestigious pilot school in the US. She looses her faith in flying, but finds a reason to fly again to make her father proud. Kim Yoon Sung was Han Da Jin's fathers student and became a pilot under his studies, but after he tragically causes Han Da Jin's mother to die on the flight from Korea to San Francisco he loses faith in flying as well. Kim Yoon Sung finds his desire to fly again and turns out to be a successful captain. Han Da Jin and Kim Yoon Sung start to work together as captain and co-pilot, but Han Da Jin's way to become a successful captain is not guaranteed as Kim Yoon Sung wants to teach her the basics from the start. Also on the way of Han Da Jin's success is Kang Dong Soo, a flight tower manager who first brings the not pretty side in Han Da Jin.",,Ku Hye-Sun,Ji Jin-hee,2012,2012,['Na Myung Jung'],['Dong Min-joo'],tt3019384,60,"https://m.media-amazon.com/images/M/MV5BNjNjMzkxNTEtYTI5My00MWRkLTkxNTgtYjE4MzQ2NTFhN2ZmXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
Show Me the Money 10,7.9,Game-Show,9,Show Me The Money 10 is the tenth season of South Korean rap competition TV show Show Me The Money.,,,,2021,2021,['\\N'],['\\N'],tt18560338,\N,"https://m.media-amazon.com/images/M/MV5BYmU3ODEyMjItYWJlMC00NDE5LWFlYTUtNTViZTM4ZTVhYjA0XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Sweet and Salty Office,5.1,Drama,8,"A 30-something office worker lives her predictable life with learned survival skills and comfort food. Her world is shaken when a handsome new colleague arrives and a long-time coworker's attitude shifts, leading to office love triangle.",,Lee Chung-Ah,Song Jae-hee,2018,2018,['\\N'],['\\N'],tt34422526,\N,"https://m.media-amazon.com/images/M/MV5BZjcwY2YwZmMtMTdhMC00NTE4LThlMTEtMTkxMDBmOTEyNzY5XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Summer Days,7.5,"Comedy,Romance",13,This is about how three people crossing fates come together on a summer day.,,Hyun Bin,Shin Min-a,2008,2008,['\\N'],['\\N'],tt10844620,5,"https://m.media-amazon.com/images/M/MV5BODQzNjBmMTEtZTAyMy00ZDE5LTg2NWItYzQzZDRlMzkzOTdlXkEyXkFqcGc@._V1_QL75_UX180_CR0,0,180,266_.jpg"
A Head Coach's Turnover,7.6,"Comedy,Drama,Sport",5,"Maeng Gong is the coach of the professional basketball team 'Big Pandas', which has been on the verge of elimination from the playoffs for three consecutive years. Due to poor performance, he is in danger of being fired. When he was young, he was a star player who attacked boldly on the court, as his name suggests, but now he is more famous as the 'Young Gong Dae' coaching a professional basketball team. Ko Hwa Jin, a dedicated hater of Maeng Gong, works under the nickname 'Maeng Gong Extermination Group'. He is a high school student who knows how to analyze the game in seconds. He is a character who has become a malicious commenter, full of hostility and a desire to get revenge on Maeng Gong. With his job on the line, Maeng Gong decides to work with his malicious commenter to achieve team results.",,,,2025,\N,['\\N'],['\\N'],tt37028412,\N,"https://m.media-amazon.com/images/M/MV5BMGVmYzA2ZGQtMzM0Yi00NGM2LWE0YjgtZjlhNjNjOGNlNGQ3XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
The Blade and Petal,7.0,"Drama,Romance",51,"In the final years of the Goguryeo kingdom, a deep unrest stirs within the court. General Yun Gae Soo Moon (Choi Min Soo), a voracious political player, sets his eyes on the throne, forcing King Young Ryu (Kim Young Chul) to hatch an assassination of the would-be military dictator. However, General Yun catches onto the plan and strikes with a bloody execution of the king and his council. Young Princess Moo Young (Kim Ok Bin) survives and vows to exact vengeance on the General one day, eventually becoming a spy who infiltrates his camp. However, the princess falters when she falls in love with Yun Choong (Uhm Tae Woong), the general's illegitimate son, who will do anything to be acknowledged by his distant father.",,Choi Min-soo,Kim Ok-bin,2013,2013,['Kwon Min-soo'],['Kim Yong Soo'],tt3091664,70,"https://m.media-amazon.com/images/M/MV5BZWFhZDE4MTUtYzdkNC00OTUyLTg3MTAtMThmZDBkODk3NDcyXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Goddess of Marriage,7.9,"Comedy,Drama,Romance",49,Four women at different stages of relationships navigate modern love and marriage as they confront personal choices. Their reactions to predicaments are explored.,,Nam Sang-mi,Sang-Woo Lee,2013,2013,['\\N'],"['Jaehyun Ahn', 'Sangyoon Shin']",tt3116358,65,"https://m.media-amazon.com/images/M/MV5BNDE0Yjg5MzYtZWM5ZS00ZTE3LWJiNjYtOTNhNWYxYTJhMTE2XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Mama Fairy and the Woodcutter,5.4,"Comedy,Fantasy,Romance",195,"The story follows a fairy who after losing her clothes while bathing, meets a woodcutter and marries him. After her husband's accidental death, she waits for him to be reincarnated. She is a 699-year-old barista and to ordinary people appears very old, but to special people, she appears young and also has the ability to converse with plants.",,Kang Mi-na,Yoo In-soo,2018,2018,['\\N'],['\\N'],tt8523030,63,"https://m.media-amazon.com/images/M/MV5BMmZhZWM0YTQtOTRhMy00ZmRhLWJiMDItNTEwNGIyNWIzMjZmXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Andante,6.7,"Comedy,Drama,Romance",291,Moving to a new school is easy for a computer genius who skips school. But things change.,,KAI,Lee Ye-hyun,2017,2018,"['Ki-Kyeong Kwon', 'Sun-ja Park']",['Ki Ho Park'],tt6415220,60,"https://m.media-amazon.com/images/M/MV5BMDc4MTNjMmYtNzgyYy00YTZmLWJkNDEtNTVhN2M2ODRlY2FkXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Seoul ui dal,6.5,"Comedy,Crime,Drama",41,,,Han Suk-kyu,Chae Shi-ra,1994,\N,['Woon-kyoung Kim'],['\\N'],tt0141816,\N,"https://m.media-amazon.com/images/M/MV5BY2FiNGNhZGYtOTgyMi00NWZjLTk0YzgtM2IxYjNjYzYzYjIxXkEyXkFqcGc@._V1_QL75_UY266_CR51,0,180,266_.jpg"
Touch,6.4,"Comedy,Romance",130,"Former make-up artist Cha Jung Hyeok is in debt. Han Soo Yeon, an ex-trainee, joins him after failing to become an idol. As they work together, romance blossoms midst top stars Baek Ji Yoon's ambition and Kang Do Jin's popularity.",,Joo Sang-uk,Kim Bo-ra,2020,\N,['Ahn Ho-Kyung'],['Min Yun-Hong'],tt11534136,\N,"https://m.media-amazon.com/images/M/MV5BZGRhYjc0NmItMzZlOC00NmJmLWJiMTktZTFkOTk4OTQ1NThjXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Only You,7.2,Romance,44,"Eun Jae left for culinary school in Italy with Jung Hyun Sung. She had an affair with Han Yi-Joon, resulting in pregnancy. Years later, they reunite when Yi-Joon hires Hyun Sung, leading to tensions as they confront unresolved feelings.",,Han Chae-young,Jo Hyeon-jae,2005,2005,['Seong-yeon Hwang'],['Moon Suk Choi'],tt0813811,60,"https://m.media-amazon.com/images/M/MV5BMzBkOTNlMTEtYzllYi00ZTdlLTg5NWQtMDVjYzU1ZWUzZDQ2XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
7th Grade Civil Servant,6.2,"Action,Romance",171,"A romantic comedy about a spy couple who hides their true identity from each other and at the same time illustrates about the love, friendship and internal department conflicts between the new generation of national intelligence agents.",,Joo Won,Joo Won,2013,\N,['Seong-il Cheon'],"['Sang-hyub Kim', 'Hyun Jong Oh']",tt3061226,65,"https://m.media-amazon.com/images/M/MV5BNDA2NTE0ZmUtNDNiYS00YWE0LWExY2UtYThjM2YxNmE0NmI3XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Coffee Friends,8.7,Reality-TV,75,"A variety show that follows Yoo Yeon Seok and Son Ho Jun as they run a cafe in a tangerine farm on Jeju Island, with their profits being donated to charity.",,,,2019,2019,['\\N'],"['Hee-Yeon Park', 'Nah Yung Suk']",tt11279288,85,"https://m.media-amazon.com/images/M/MV5BNGQ1MzYxNzgtMThhMS00NTU4LWEwZTUtMTM1MzE5NjAwMTIxXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Hot Blood,6.3,Drama,16,,,Song Jae-ho,Choi Chul-ho,2009,2009,['Seung-Hyun Hong'],"['Ji Byung Hyun', 'Hyun Wook Song']",tt5120680,\N,"https://m.media-amazon.com/images/M/MV5BNTdlMDczMzYtMDY2MC00OGY5LWE2ZDUtZDJmZTY4MTdjNTE3XkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg"
Local Hero,6.4,"Crime,Thriller",155,"Baek Shi-Yoon is an ex-secret agent. He is a well-trained human weapon. Hiding his past, he buys the bar ""Neighborhood"", runs it is as owner and meets a young man who wants to become a police officer. Later they fight together against evil.",,Jo Sung-ha,Lee Soo-hyuk,2016,\N,['Gwan-hoo Kim'],['Jung Hwan Kwak'],tt5243942,65,"https://m.media-amazon.com/images/M/MV5BMTAwYWJlZTItMDgxMi00NjdmLTkwYmMtYmQ0Yzk1YzM1OWE3XkEyXkFqcGc@._V1_QL75_UX180_CR0,9,180,266_.jpg"
Sandglass,8.2,Drama,96,"The Sandglass is a story of two men whose friendship is tested through the 1970s and 1980s, one of Korea's politically tumultuous periods.",,Choi Min-soo,Park Sang-Won,1995,1995,['Ji Na Song'],['Jong Hak Kim'],tt5742816,70,"https://m.media-amazon.com/images/M/MV5BOGY0ZDFmYzEtOTFmMC00YzIyLThhMGEtN2FhYzc2ZTQ5ZGE2XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
The Woman Who Still Wants to Marry,6.9,"Comedy,Drama,Romance",96,"A follow-up of sorts to the hit 2004 drama The Woman Who Wants to marry , this refreshing, breezy, entirely modern drama depicts the loves and friendships of three women as they each go through turning points in their lives. Comedic, witty, and addicting, The Woman Who Still Wants to Marry is a little like a Korean take on Sex and the City or Friends , and is led by a cast of appealing, charismatic actors. Park Jin Hee, a film and drama star most recently seen as the female lead in hit drama Money War (2007), takes the lead role as a woman unwilling to sacrifice her career for love. Wang Bit Na is her sophisticated, successful best friend and Uhm Ji Won is a high school classmate whom she runs into by accident. Rising star Kim Bum ( Boys Before Flowers ) rounds out the cast as a musician who falls for Jin Hee's older woman character. Shin Young (played by Jin Hee) has never been able to find success in love after breaking up with her fiance for the sake of her career. When her latest boyfriend proposes, she gladly accepts - only to find him with another woman later that night. Giving up on love, she sees another woman screaming at her boyfriend for dumping her - Jung Da Jung (Uhm Ji Won), who is a top interpreter but naive and unskilled in love. When the two realize they are old high school classmates, they quickly bond, and their trio is rounded out by Shin Young's best friend who is a successful restaurant consultant but jaded and cynical about love. With charming, stubborn gifted musician Ha Min Jae (Kim Bum) falling for Shin Young and doctor Na Ban Suk (Choi Chul Ho) becoming involved in all their lives, sparks begin to fly, and the women will need each other's help and support as they face the 30-something life with wit, humor, and sometimes something less than grace.",TV-Y,Park Jin-hee,Kim Bum,2010,\N,['In-young Kim'],"['Min-sik Kim', 'Kim Min-Shik']",tt5478360,70,"https://m.media-amazon.com/images/M/MV5BOThmMDE4ODItMjhkOS00ZmM0LTgyZTgtMWEzNzIyMjE0NGYwXkEyXkFqcGc@._V1_QL75_UY266_CR2,0,180,266_.jpg"
The Fugitive: Plan B,6.8,"Action,Comedy,Romance",315,"For as long as she can remember, Jin Ji Ni (Lee Na Young) has been running for her life as the anonymous and seemingly omnipresent Melchidech tracks her down.",,Daniel Henney,Rain,2010,2010,['\\N'],['Jung Hwan Kwak'],tt1807208,\N,"https://m.media-amazon.com/images/M/MV5BNWM5NzAwMWYtZDcwOC00Njg3LWFhZjgtNTRiYTA5NDA1MjE5XkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
Law Firm,8.2,"Drama,Romance",11,,,Song Seung-heon,Kim Ji-ho,2001,\N,['Ye-rang Park'],['Se-ho Jung'],tt5225092,60,"https://m.media-amazon.com/images/M/MV5BYWYwMDNhMjItZGE2YS00MDliLWFjNTgtYmJlYjg4NjI5NzVmXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Youth Over Flowers,8.7,Reality-TV,88,,,,,2014,2016,"['Choi Jae-Young', 'Woo-jung Lee']",['Nah Yung Suk'],tt6283472,90,"https://m.media-amazon.com/images/M/MV5BMWJmZmM3NGItY2ZmYy00MDg2LThiZjEtMGU1MDY3NDc0Njk3XkEyXkFqcGc@._V1_QL75_UY266_CR147,0,180,266_.jpg"
Supertrons,7.7,"Action,Adventure,Animation",13,"One day, A peaceful city is attacked by a colossal space monster. In a desperate moment, the protagonist, Kang Chan, is led by a mysterious power to summon the extinct giant Tyrannosaurus rex from 65 million years ago. With the ability to communicate with dinosaurs awakened, Kang Chan joins forces with the Tyrannosaurus rex to battle the monsters. As more powerful monsters emerge, Tyrannosaurus rex combines its strength with four other dinosaurs. They transform into mechas and combine to form a mighty weapon, creating the Supertrons. Will Kang Chan and his friends be able to fend off the monsters and protect the Earth?",,,,2023,\N,['\\N'],['\\N'],tt30890060,\N,"https://m.media-amazon.com/images/M/MV5BOTk3ZWJiMDAtZmNiYS00ODlhLTk5YWYtOTc1MjU2ZmU4N2RiXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Asphalt My Hometown,3.8,Drama,34,,,No Hyun-hee,Lee Byung-hun,1991,\N,['Heo Suk'],['Jung Eul-young'],tt3444084,\N,"https://m.media-amazon.com/images/M/MV5BYzJmNjVhMTEtYzM1Yi00Y2FkLWFmMDUtMTYxYWVlOWNjMWI5XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
M Countdown,8.7,Music,25,"A music program that features some of the latest and most popular solo artists, boy groups, and girl groups who perform live on stage.",,,,2004,\N,['\\N'],['\\N'],tt3207438,\N,"https://m.media-amazon.com/images/M/MV5BOWQ3MDAzNTEtYmMyOS00MWUyLWExMGUtYzgzYjcxZDVmODMzXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
Kongbu-ui Shin,7.0,"Comedy,Romance",231,"Kang Seok-Ho (Kim Soo-Ro) is an ordinary lawyer and former bike gang member. He then takes a position to revive a third rate high school named ""Byeong-Mun High School"". To revive the school, Kang Seok-Ho needs his students to become accepted into prestigious universities. Because of this, Kang Seok-Ho decides to teach a bunch of rebellious students (Hwang Baek-Hyeon, Kil Pul Ip, Hong Chan-Du, Na Hyeon-Jeong, and Oh Bong-Ku). He promises to get five of them into their most prestigious colleges in the country. Kang Seok-Ho takes students who have bad scores, and guides them to improve not only their scores but their outlook on life. One such student is Hwang Baek-Hyeon (Yoo Seung-Ho) a defiant and headstrong student who is similar to Kang Seok-Ho at that age. Their strong personalities causes them to have clashes, but gradually, Hwang Baek-Hyeon opens up to Seok-Ho's teaching methods and eventually becomes the best student in the class.",,Kim Soo-ro,Bae Doona,2010,2010,['Kyung Ah Yoon'],['Hyun Ki Yoo'],tt3247004,65,"https://m.media-amazon.com/images/M/MV5BNmMxMmM1MmItZWQ2Ni00MTIzLWJkZTgtMDM3NjhmZDE5NGI1XkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
"I Love You, Don't Cry",7.7,"Drama,Romance",16,"Young-Min's finds his world turned upside down after an ex-girlfriend leaves their son with him. Fortunately, Young-Min receives support and encouragement from a sympathetic friend, Mi-soo.",,Kim Mi-kyung,Lee Sang-yoon,2008,2009,['Jung-ran Park'],"['Lee Dong-yoon', 'Sa-hyeon Kim']",tt5621306,35,"https://m.media-amazon.com/images/M/MV5BMmNjZDBhMDItYTgwYy00YjQ1LTg2NDItMjQ1MTcxZWMwYTczXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg"
Idol Room,6.8,"Game-Show,Talk-Show",108,"Find out all about your favorite K-pop idol groups. Hosted by the ""idol experts"", Jeong Hyeong-don and Defconn.",,,,2018,\N,['\\N'],['\\N'],tt8408820,60,"https://m.media-amazon.com/images/M/MV5BOTcyNjJjNzAtY2RmMC00M2MxLTgyMjMtYmY5ZDgxOTgxYjBkXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Ms. Temper & Nam Jung-Gi,7.2,Drama,339,Coworkers Nam Jung-gi and Ok Da-jung have contrasting nice and nasty temperaments. Will Jung-gi's goodness ignite Da-jung's anger or will he cool her fury?,,Yoon Sang-Hyun,Hwang Chan-sung,2016,2016,['Joo Hyun'],['Lee Hyeong-min'],tt5567616,\N,"https://m.media-amazon.com/images/M/MV5BYmNhY2VlNGYtYmUyYy00OTMyLWE2OTktYTU2ZGJjMGNmODQ1XkEyXkFqcGc@._V1_QL75_UX180_CR0,3,180,266_.jpg"
Soulmate,7.2,"Comedy,Romance",58,"Combining everything you love about shows like ""Friends"" and ""Sex and the City"" this refreshing, witty and sexy sitcom is not to be missed. Following six charismatic characters on their blind dates, breakups and hookups in modern day Seoul, this quirky show found a large audience with a younger crowd, becoming an instant cult classic that holds a special place in K-drama fandom.",TV-Y,Sa Kang,Ha Joo-hee,2006,2006,"['Jin-kook Cho', 'Ji-youn Nam', 'Eun-jung Park']","['Do-cheol Noh', 'Hye-yoon Sun']",tt1502272,65,"https://m.media-amazon.com/images/M/MV5BNDliOTMxZGMtZThhNS00ZjllLTliNjYtNWQyNDUwNzE4YjRlXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg"
Dino Mecard,7.5,"Action,Adventure,Animation",14,"An adventure unfolds for a mischievous boy as he befriends a talking car, meets a tiny dinosaur and enters a battle to grow his Tinysaurs collection.",,Hong Bum-ki,Hong Bum-ki,2017,2018,['\\N'],"['Yu Bong-hyun', 'Yoo Jae-woon', 'Lee Soon-joo']",tt22264660,30,"https://m.media-amazon.com/images/M/MV5BZTU0Y2U5ZjAtYjc2OC00YzQxLWEyNDUtOTU1OTQwZDY0ZTZjXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg"
Miracle,6.9,Romance,87,,,Kang Min-ah,Chani,2022,2022,['\\N'],['Myung Hyun-woo'],tt21262994,\N,"https://m.media-amazon.com/images/M/MV5BYzcyNjIzMmYtZmRiNi00OGE0LWExMzEtMmMxYTUyNDlhNGYxXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg"
Zombie Dumb,5.8,"Adventure,Animation,Comedy",37,,TV-Y7,,,2019,\N,['Jiyeon Park'],['\\N'],tt11163090,\N,"https://m.media-amazon.com/images/M/MV5BOGRiYjIxYzAtZTBmMi00YWQ4LWI5ZGQtYWI0NjEzZjE5MTcxXkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
After School Club,7.9,Talk-Show,36,"A weekly live studio show where viewers can join and interact with K-Pop stars through video chat sessions on Google Hangout, sending in tweets, and sharing comments on Facebook. Show begins with MCs recapping highlights from previous week's show and introducing the current week's guest star(s). 5 Google Hangout audience members will be selected to take part in the show. The show has 3 main segments: [1] ""All That Album"" features guest star(s) promoting their current album; [2] ""Still My No. 1"" is a showcase of the guest star(s)' talents through various missions, chats and interactions with fans; [3] ""Live Tweet"" allows guest star(s) to answer fan questions submitted through Twitter; [4] ""Call Me Maybe"" showcases submitted fan arts and videos and one of which will be selected by guest star(s) as winner of special prize. The show concludes with the guest star(s) taking a group photo together with the MCs.",,,,2013,\N,"['Ara Lee', 'Seon-jin Yang']",['Hee-ju Park'],tt6147790,52,"https://m.media-amazon.com/images/M/MV5BMjJjOTM3NTItNzFkYS00MzU1LThhYTItZDZiNTFhZTBlMzNhXkEyXkFqcGc@._V1_QL75_UY266_CR43,0,180,266_.jpg"
Ladies of the Palace,,Drama,,"Centers on Queen Mun Jung and Jung Nan Jung, influential court figures in 1500s. Nan Jung, an officer's daughter, pursues life as a gisaeng to elevate status. She allies with Mun Jung, the king's third wife, taking control of court.",,Ahn Hong-jin,Choi Jong-hwan,2002,2002,['\\N'],['\\N'],tt30056754,\N,"https://m.media-amazon.com/images/M/MV5BNDAyZWRkMzItYThkOC00YTU3LWEwZWYtMGM4NzEyMWViYmQ5XkEyXkFqcGc@._V1_QL75_UX180_CR0,2,180,266_.jpg"
Dear My Room,7.2,Drama,42,"The tale of Shim Eun Joo, a self-employed woman who is trying to redefine her life after winning a big project as an editorial designer and subsequently struggling on her own.",,Ryu Hye-young,Kim Jae-young,2018,2019,['\\N'],['\\N'],tt9278430,\N,"https://m.media-amazon.com/images/M/MV5BZWY0NmYxNWItODA4MS00YTYzLWEwZTgtM2E0NDU0MWZiMWNlXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Star's Lover,7.3,"Drama,Romance",39,"Star's Lover is a warm-hearted tale of a woman being pursued by four men. When bookish university professor Kim Chul Soo runs out of money and is forced to accept help from his ex-girlfriend, he will do anything to pay her back. Opportunity knocks in the form of a ghostwriting offer from the management agency of Lee Ma Ri, the most popular actress in Korea. Caught between his convictions and his need for money, Chul Soo reluctantly agrees. The travel diary he writes under Ma Ri's name becomes an instant bestseller, but it ends up bringing her some unwanted attention from a famous photographer. Afraid she'll be discovered for not writing the book, Ma Ri commissions Chul Soo to coach her in Japanese culture and travel as more suitors fall into place. Ma Ri and Chul Soo grow closer, and soon Ma Ri finds herself caught between four men.",,Choi Ji-woo,Yoo Ji-tae,2008,2009,['Soo Yun Oh'],['Boo Sung-chul'],tt5476108,\N,"https://m.media-amazon.com/images/M/MV5BNjI0YTMxMTEtNWM3Mi00ZTNkLWExYjktYzM2ZjNhZWY0ZTZhXkEyXkFqcGc@._V1_QL75_UY266_CR3,0,180,266_.jpg"
Dating Agency: Cyrano,6.8,"Drama,Romance",248,"Young Moo Jin joins a secret agency helping admirers win over crushes. Leader Min Shik, student Ah Rang, and tech whiz Min Gyo make up the team. A chef with a split personality lives nearby, but will he aid or sabotage their endeavors?",,Sooyoung Choi,Hong Jong-hyun,2013,2013,['Jae-Won Shin'],['Kyung-Hoon Kang'],tt2828696,\N,"https://m.media-amazon.com/images/M/MV5BMjI5NDg4NDMtMTRiZS00Y2FiLWIzNmItMDYyZjFjZjJjOWExXkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Potato Star 2013QR3,7.4,"Comedy,Drama,Fantasy",108,"When a comet falls onto Earth in 2013, strange things start happening to the Noh family and their neighbours.",,Go Kyung-pyo,Yeo Jin-goo,2013,2014,['Yung-Chul Lee'],['Byung Wook Kim'],tt3385756,\N,"https://m.media-amazon.com/images/M/MV5BMDhlY2Q1OTItNzEyOC00OWJlLTlkMTYtNjFiOWFiYjZiN2U3XkEyXkFqcGc@._V1_QL75_UY266_CR4,0,180,266_.jpg"
Chip In,7.3,"Comedy,Crime,Drama",94,"""CHIP IN"" is a mystery tracking drama about the fierce battle of brains over tens of billions of won of property by a famous artist.",,Kim Hye-jun,Oh Na-ra,2020,2020,['Choi Kyeong'],['Chang Gyu Jin'],tt12516638,60,"https://m.media-amazon.com/images/M/MV5BM2MzMjYxMTctMTY1OC00MzA5LTk2MDctMGYwMThjY2U5YThlXkEyXkFqcGc@._V1_QL75_UY266_CR14,0,180,266_.jpg"
Mask Masters,8.2,"Action,Adventure,Animation",39,"The hope of defeating the evil Muspel to save Kiro and restore life and peace to the world, Only those who were chosen by the mask to protect the divine 12 wisdoms of heaven, the mask only the masters.",TV-Y7,David Errigo Jr.,Marc Thompson,2013,2014,['Jeffrey Hylton'],['\\N'],tt3241826,22,"https://m.media-amazon.com/images/M/MV5BZWEyZmI3N2YtODZmNS00ZDA1LWE3Y2UtMjJlYmIxY2JhM2I2XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Vampire Flower,5.0,"Drama,Fantasy,Romance",112,"Louis is a centuries old vampire who appears to be a teenager. He has fallen in love with Seo-young, a high school student with extraordinary blood. Together, they trek through the land of the vampires to retrieve a long lost flower.",,Kim Ga-eun,Seo Jae Hyung,2014,2014,"['Kim Eun Jung', 'Kim Ji Oh']",['Kim Sang Hoon'],tt3915552,12,"https://m.media-amazon.com/images/M/MV5BM2Y5NWNiMmEtZjgwMS00M2E3LWEzNjktN2M0MjEzNTgxODI0XkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
A New Leaf,6.2,"Drama,Romance",97,An infamous lawyer who loses his memory in an accident but not his skills and talent in deductive reasoning.,TV-Y,Kim Myung-min,Park Min-young,2014,2014,"['Hee Ra Choi', 'Choi Hee Ra']","['Park Jae-Bum', 'Hyun Jong Oh']",tt3715110,\N,"https://m.media-amazon.com/images/M/MV5BYjQ2NTYyMjAtMzBjZi00Y2E4LTlkMTMtYjM2NDNkODhhZGZkXkEyXkFqcGc@._V1_QL75_UX180_CR0,1,180,266_.jpg"
Kimcheed Radish,7.5,"Drama,Romance",14,"Even though times change and our relationships with our family changes, our affection for them is timeless. This drama is about the love that is the foundation of a family. Dong Jin is the eldest son in a family of three sons.",,Park Shin-hye,Kim Sung Kyum,2007,2008,['\\N'],['\\N'],tt6283858,52,"https://m.media-amazon.com/images/M/MV5BYjVlZmQ0NTMtZDI3ZS00OTMxLTljZmUtYmFiMmFkYzMzNzZmXkEyXkFqcGc@._V1_QL75_UY266_CR5,0,180,266_.jpg"
Ripeullei: Dasi Sijagdoeneun Sungan,7.0,Drama,15,"A group of high school students go on a musical adventure as they edge towards the end of their schooldays by forming a band; however, romance soon threatens to sow disharmony in the band.",,Cho Miyeon,Choi Ji-su,2021,2021,['\\N'],['\\N'],tt30428921,\N,"https://m.media-amazon.com/images/M/MV5BMjQ5YmU4MDctMWZhNC00ZTgwLWI5ZTktMGUyNDcwZDQ2ZjVlXkEyXkFqcGc@._V1_QL75_UY266_CR10,0,180,266_.jpg"
Miss Korea,7.0,"Comedy,Drama,Romance",148,"Kim Hyung Joon, owner of a small cosmetics company and riddled with debts, decides to sponsor a contestant for 'Miss Korea' hoping that will help promote their products, and so he turns to Oh Ji Young the girl he broke up 10 years before.",TV-Y,Lee Sun-kyun,Lee Yeon-hee,2013,2014,['Sook Hyang Seo'],['Suk Jang Kwon'],tt3469014,\N,"https://m.media-amazon.com/images/M/MV5BMDE5ZTJkOGQtOWZmYy00YWUzLWJjNGEtYWE0MDc0NjUyNTVmXkEyXkFqcGc@._V1_QL75_UY266_CR1,0,180,266_.jpg"
